"Word","Length","Log_Freq_HAL"
"methyl","6","6.04"
"metric","6","8.15"
"meticulous","10","6.18"
"meticulously","12","6.23"
"metro","5","8.86"
"metronome","9","6.02"
"metropolis","10","6.90"
"metropolitan","12","8.13"
"Mets","4","7.21"
"Mexican","7","9.43"
"Mexicans","8","7.19"
"Mexico","6","10.23"
"Mexico's","8","7.20"
"Miami","5","9.14"
"mica","4","6.01"
"mice","4","8.34"
"Michael","7","11.52"
"Michael's","9","6.96"
"Michigan","8","9.85"
"Mickey","6","8.46"
"Mickey's","8","6.37"
"microcosm","9","6.03"
"microbiology","12","7.01"
"microfiche","10","6.14"
"microfilm","9","6.38"
"micron","6","7.79"
"microphone","10","8.21"
"microphones","11","6.59"
"microscope","10","7.07"
"microscopic","11","6.98"
"microscopy","10","6.11"
"microseconds","12","6.42"
"microwave","9","8.38"
"microwaves","10","6.51"
"middle","6","10.72"
"midget","6","6.39"
"midland","7","6.68"
"midnight","8","9.34"
"midst","5","7.79"
"midway","6","7.60"
"Midwest","7","8.50"
"Midwestern","10","7.12"
"midwife","7","6.31"
"might","5","12.53"
"mighty","6","8.95"
"migraine","8","6.41"
"migrate","7","7.45"
"migrated","8","7.12"
"migrating","9","7.05"
"Miguel","6","8.22"
"Mike","4","11.32"
"Mike's","6","7.31"
"migration","9","8.22"
"Milan","5","7.87"
"mild","4","8.58"
"mildly","6","7.57"
"mile","4","9.18"
"mileage","7","8.40"
"miles","5","10.48"
"milestone","9","6.98"
"milestones","10","6.27"
"milieu","6","6.21"
"militant","8","7.29"
"map","3","10.16"
"maple","5","8.31"
"militarily","10","6.22"
"mantis","6","6.52"
"mantle","6","8.07"
"manual","6","10.82"
"manually","8","8.91"
"manuals","7","9.72"
"Manuel","6","8.00"
"manufacture","11","8.52"
"manufactured","12","8.55"
"manufacturer","12","9.56"
"manufacturers","13","9.54"
"manure","6","6.74"
"manuscripts","11","7.60"
"many","4","13.07"
"manufacturer's","14","7.30"
"manufactures","12","7.69"
"manufacturing","13","9.66"
"manuscript","10","7.90"
"mapped","6","8.28"
"mapping","7","8.86"
"maps","4","9.36"
"mar","3","10.61"
"marathon","8","8.68"
"marble","6","8.31"
"marbles","7","6.63"
"Marcel","6","7.21"
"march","5","11.22"
"marched","7","7.13"
"marches","7","6.67"
"marching","8","7.88"
"Marcus","6","8.51"
"mare","4","7.27"
"mares","5","6.24"
"Margaret","8","8.65"
"margarine","9","6.62"
"Marge","5","7.39"
"margin","6","8.51"
"marginal","8","8.04"
"marginally","10","7.25"
"margins","7","7.86"
"Maria","5","8.66"
"Marie","5","8.61"
"marijuana","9","9.28"
"Marilyn","7","7.79"
"marina","6","7.80"
"marine","6","9.06"
"mariner","7","6.33"
"marines","7","7.73"
"Mario","5","8.80"
"marital","7","7.35"
"maritime","8","7.19"
"mark","4","11.55"
"marked","6","9.64"
"markedly","8","6.47"
"marker","6","8.23"
"markers","7","7.62"
"market","6","11.50"
"marketable","10","6.46"
"marketed","8","7.82"
"marketing","9","10.55"
"marketplace","11","9.54"
"markets","7","9.64"
"marking","7","7.81"
"markings","8","7.74"
"marks","5","9.52"
"Mark's","6","6.87"
"markup","6","7.60"
"Marlborough","11","7.17"
"Marlene","7","6.21"
"marlin","6","7.04"
"maroon","6","6.36"
"marquee","7","6.26"
"marquis","7","7.27"
"marriage","8","9.97"
"marriages","9","8.41"
"married","7","10.16"
"marries","7","6.39"
"marrow","6","6.95"
"marry","5","8.97"
"marrying","8","7.43"
"Mars","4","9.01"
"marsh","5","8.54"
"Marsha","6","6.69"
"marshal","7","6.78"
"marshall","8","9.07"
"mart","4","7.24"
"Martha","6","8.17"
"martial","7","8.86"
"Martian","7","7.16"
"Martin","6","10.54"
"martini","7","6.23"
"Martin's","8","7.14"
"Marty","5","8.66"
"martyr","6","7.89"
"martyrs","7","7.72"
"marvel","6","9.88"
"marvellous","10","6.17"
"marvelous","9","7.53"
"marvels","7","6.17"
"Marvin","6","7.82"
"Marx","4","8.15"
"Marxist","7","7.44"
"Mary","4","10.13"
"Maryland","8","9.42"
"Mary's","6","7.33"
"mascot","6","6.42"
"masculine","9","7.29"
"masculinity","11","6.10"
"mash","4","7.39"
"mashed","6","6.72"
"mask","4","9.42"
"masked","6","7.08"
"masking","7","6.78"
"masks","5","7.55"
"masochist","9","6.03"
"mason","5","8.82"
"masonic","7","6.81"
"masonry","7","6.72"
"masons","6","6.87"
"mass","4","10.43"
"masquerade","10","7.20"
"masquerading","12","6.42"
"Massachusetts","13","9.17"
"massacre","8","8.16"
"massacred","9","6.48"
"massacres","9","6.59"
"massage","7","8.30"
"massaging","9","6.77"
"masses","6","8.83"
"massive","7","9.50"
"mast","4","7.39"
"master","6","10.90"
"mastered","8","7.42"
"matador","7","6.05"
"match","5","10.47"
"mastering","9","7.81"
"mastermind","10","6.00"
"masterpiece","11","7.77"
"masterpieces","12","6.80"
"masters","7","9.32"
"master's","8","8.07"
"mastery","7","7.20"
"masturbate","10","7.10"
"mat","3","8.16"
"masturbation","12","7.57"
"matchbox","8","6.07"
"matched","7","8.29"
"matches","7","9.43"
"matching","8","9.00"
"mate","4","8.55"
"material","8","10.99"
"materialism","11","6.27"
"materialistic","13","6.27"
"maximal","7","6.57"
"mayo","4","7.33"
"materialize","11","6.23"
"materials","9","10.22"
"maternal","8","6.89"
"maternity","9","6.46"
"mates","5","7.57"
"math","4","9.82"
"mathematical","12","9.02"
"mathematically","14","6.96"
"mathematician","13","7.45"
"mathematics","11","9.37"
"Matilda","7","6.42"
"mating","6","7.30"
"matriarchal","11","6.40"
"matrix","6","9.50"
"matron","6","6.22"
"mats","4","7.64"
"Matt","4","10.14"
"matted","6","6.18"
"matter","6","11.61"
"mattered","8","6.71"
"matters","7","9.86"
"Matthew","7","9.78"
"mattress","8","7.14"
"mature","6","8.74"
"matured","7","6.36"
"maturity","8","8.03"
"Maureen","7","7.11"
"Maurice","7","7.83"
"maverick","8","6.96"
"mavericks","9","6.35"
"Max","3","10.12"
"maxim","5","7.05"
"maxima","6","6.78"
"maximize","8","7.90"
"maximized","9","6.10"
"maximizing","10","6.32"
"maximum","7","10.02"
"Maxwell","7","8.06"
"may","3","13.19"
"Mayan","5","6.75"
"maybe","5","12.02"
"mayhem","6","6.88"
"mayor","5","8.37"
"Mays","4","6.91"
"maze","4","8.78"
"me","2","14.08"
"mead","4","7.43"
"meadow","6","6.73"
"meadows","7","7.18"
"meager","6","6.65"
"meal","4","8.78"
"meals","5","8.29"
"mean","4","11.93"
"meaning","7","10.37"
"meaningful","10","8.74"
"meaningless","11","8.63"
"meanings","8","8.11"
"means","5","11.78"
"meant","5","10.51"
"meantime","8","8.60"
"meanwhile","9","9.04"
"measles","7","7.00"
"measly","6","6.35"
"measurable","10","6.96"
"measure","7","9.89"
"measured","8","9.00"
"measurements","12","8.49"
"measures","8","9.32"
"measurement","11","8.74"
"measuring","9","8.29"
"meat","4","9.61"
"meats","5","6.39"
"Mecca","5","6.84"
"mechanic","8","7.73"
"mechanical","10","9.41"
"mechanically","12","6.81"
"lunchtime","9","6.01"
"lung","4","9.51"
"lunge","5","6.16"
"lungs","5","7.87"
"lure","4","8.53"
"lured","5","6.16"
"lurk","4","7.52"
"lurking","7","8.23"
"luscious","8","6.24"
"lush","4","6.93"
"lust","4","8.63"
"Luther","6","7.79"
"Lutheran","8","6.83"
"luxurious","9","6.19"
"luxury","6","8.15"
"lye","3","6.13"
"lying","5","9.61"
"Lyle","4","7.57"
"lymph","5","6.02"
"lymphoma","8","6.12"
"lynch","5","8.25"
"Lynn","4","9.46"
"lynx","4","9.05"
"lyre","4","7.46"
"lyric","5","7.53"
"lyrical","7","6.49"
"lyrics","6","9.60"
"ma","2","10.88"
"ma'am","5","6.60"
"Macbeth","7","6.15"
"mace","4","7.15"
"Macedonia","9","8.72"
"machine","7","11.70"
"machinery","9","8.01"
"machines","8","10.80"
"machinist","9","6.57"
"Macintosh","9","10.68"
"mack","4","7.67"
"mad","3","9.79"
"Madam","5","7.20"
"Madame","6","6.87"
"Madagascar","10","6.47"
"madden","6","6.95"
"maddening","9","6.66"
"made","4","12.51"
"Madeleine","9","6.01"
"Madison","7","9.10"
"madly","5","6.66"
"madman","6","7.19"
"madness","7","8.42"
"Madonna","7","8.16"
"Madrid","6","7.84"
"maelstrom","9","6.33"
"maestro","7","6.55"
"Mafia","5","7.79"
"mag","3","9.15"
"magazine","8","11.01"
"magazines","9","9.82"
"magazine's","10","6.93"
"magenta","7","6.49"
"Maggie","6","7.90"
"maggot","6","6.21"
"maggots","7","6.48"
"magi","4","6.09"
"magic","5","10.78"
"magical","7","9.03"
"magically","9","7.28"
"magician","8","7.60"
"magicians","9","6.87"
"magistrate","10","6.46"
"magma","5","6.17"
"magnesium","9","7.61"
"magnet","6","7.71"
"magnetic","8","9.41"
"magnification","13","6.58"
"magnificent","11","7.72"
"magnifying","10","6.03"
"magnitude","9","8.45"
"magnolia","8","6.05"
"magnum","6","7.62"
"magpie","6","6.19"
"mahogany","8","6.37"
"maid","4","7.45"
"maiden","6","8.62"
"maids","5","6.04"
"mail","4","12.47"
"mailbox","7","9.08"
"mailboxes","9","7.09"
"mailed","6","9.41"
"mailer","6","8.36"
"mailing","7","11.12"
"mailings","8","7.16"
"mails","5","7.92"
"main","4","11.21"
"Maine","5","8.48"
"mainland","8","8.19"
"mainline","8","6.28"
"mainly","6","9.75"
"mains","5","6.60"
"mainstream","10","9.02"
"maintain","8","10.22"
"maintained","10","9.67"
"maintaining","11","9.25"
"maintains","9","8.76"
"maintenance","11","9.75"
"maize","5","6.20"
"majestic","8","6.74"
"majesty","7","7.04"
"major","5","11.52"
"majorities","10","6.10"
"majority","8","10.45"
"majors","6","7.85"
"make","4","13.16"
"maker","5","9.00"
"makers","6","8.80"
"makes","5","11.81"
"makeup","6","8.10"
"making","6","11.69"
"malaria","7","6.64"
"Malaysia","8","8.26"
"Malcolm","7","8.40"
"male","4","10.98"
"males","5","9.13"
"malevolent","10","6.11"
"malfunction","11","6.64"
"malfunctioning","14","6.08"
"Mali","4","6.12"
"malice","6","7.13"
"malicious","9","7.42"
"malignant","9","6.01"
"mall","4","8.96"
"mallard","7","6.01"
"mallet","6","6.07"
"malnutrition","12","6.38"
"malpractice","11","6.22"
"malt","4","7.54"
"Malta","5","6.60"
"mama","4","8.19"
"mama's","6","6.19"
"mammal","6","6.51"
"mammalian","9","6.19"
"mammals","7","7.35"
"mammoth","7","7.90"
"man","3","12.15"
"manage","6","9.80"
"manageable","10","6.80"
"managed","7","10.01"
"management","10","11.19"
"manager","7","11.00"
"managers","8","9.32"
"manager's","9","6.41"
"manages","7","8.14"
"managerial","10","7.92"
"managing","8","9.10"
"Manchester","10","8.48"
"mandarin","8","7.61"
"mandate","7","8.28"
"mandated","8","7.37"
"mandatory","9","8.54"
"mandolin","8","6.18"
"mane","4","6.24"
"manes","5","6.08"
"maneuver","8","7.40"
"maneuvering","11","6.44"
"maneuvers","9","7.12"
"manger","6","6.04"
"mangled","7","6.84"
"mango","5","6.77"
"Manhattan","9","8.44"
"manhole","7","6.11"
"manhood","7","6.72"
"mania","5","7.01"
"maniac","6","7.20"
"maniacs","7","6.60"
"manic","5","7.13"
"manifest","8","7.83"
"manifested","10","6.85"
"manifestations","14","7.04"
"manifestation","13","7.47"
"manifesto","9","7.15"
"manifold","8","7.33"
"manila","6","7.07"
"manipulate","10","8.27"
"manipulated","11","7.50"
"manipulating","12","7.47"
"manipulation","12","8.47"
"manipulations","13","6.76"
"manipulative","12","6.50"
"manipulators","12","6.20"
"Manitoba","8","7.77"
"mankind","7","8.67"
"manly","5","6.69"
"manna","5","6.04"
"manned","6","6.61"
"manner","6","10.01"
"manners","7","8.00"
"manning","7","7.37"
"manor","5","7.39"
"manpower","8","7.13"
"man's","5","9.29"
"mansion","7","7.37"
"liters","6","6.32"
"manslaughter","12","6.10"
"literature","10","9.93"
"lithium","7","7.43"
"litigation","10","8.08"
"litter","6","8.12"
"littered","8","6.01"
"little","6","12.57"
"liturgy","7","6.23"
"live","4","11.76"
"lived","5","9.91"
"livelihood","10","6.36"
"lively","6","7.54"
"liver","5","10.13"
"Liverpool","9","7.85"
"lives","5","10.64"
"livestock","9","7.26"
"living","6","11.23"
"Livingston","10","7.24"
"Liz","3","8.23"
"lizard","6","8.65"
"lizards","7","7.07"
"llama","5","7.10"
"Lloyd","5","8.97"
"lo","2","10.31"
"load","4","10.61"
"loaded","6","9.81"
"loader","6","7.75"
"loaders","7","6.61"
"loading","7","9.24"
"loads","5","9.12"
"loaf","4","7.11"
"loan","4","9.16"
"loaned","6","6.61"
"loans","5","8.59"
"loathe","6","6.66"
"loathed","7","6.27"
"loathing","8","6.88"
"lob","3","6.15"
"lobby","5","8.38"
"lobe","4","6.14"
"lobotomy","8","6.14"
"lobster","7","6.74"
"local","5","11.85"
"locale","6","7.43"
"locales","7","6.64"
"localities","10","6.29"
"locality","8","6.63"
"localization","12","6.98"
"localized","9","7.02"
"locally","7","9.01"
"locate","6","9.34"
"located","7","10.52"
"locating","8","7.73"
"location","8","11.05"
"locations","9","9.55"
"lock","4","9.81"
"locked","6","9.27"
"locker","6","7.53"
"locking","7","8.39"
"lockout","7","6.49"
"locks","5","8.79"
"lockup","6","6.91"
"loco","4","6.65"
"locomotive","10","6.99"
"locomotives","11","6.68"
"locus","5","11.23"
"locust","6","6.13"
"lode","4","6.40"
"lodge","5","8.18"
"lodged","6","6.36"
"lodges","6","6.43"
"lodging","7","7.25"
"loft","4","6.62"
"lofty","5","6.46"
"log","3","9.99"
"logged","6","8.63"
"logging","7","8.56"
"logic","5","10.43"
"logical","7","9.81"
"logically","9","8.17"
"logistical","10","6.06"
"logistics","9","7.53"
"logs","4","8.32"
"loin","4","6.32"
"loins","5","6.60"
"Lois","4","8.02"
"London","6","10.40"
"London's","8","6.06"
"lone","4","8.77"
"loneliness","10","6.78"
"lonely","6","8.49"
"lonesome","8","6.64"
"long","4","12.52"
"longed","6","6.21"
"longer","6","11.20"
"longest","7","8.32"
"longevity","9","7.28"
"longing","7","6.68"
"longitude","9","6.95"
"longs","5","6.42"
"longitudinal","12","6.14"
"longshot","8","6.11"
"look","4","12.44"
"looked","6","11.07"
"looking","7","12.33"
"lookout","7","7.05"
"looks","5","11.17"
"lookup","6","7.77"
"loom","4","6.47"
"looming","7","6.05"
"loon","4","6.78"
"loony","5","6.70"
"loop","4","9.70"
"loophole","8","6.42"
"loopholes","9","6.77"
"loops","5","8.11"
"loose","5","10.16"
"loosely","7","7.85"
"loosen","6","7.19"
"loosened","8","6.41"
"looser","6","6.62"
"loot","4","6.91"
"looting","7","6.17"
"lord","4","10.55"
"lords","5","8.04"
"lord's","6","7.08"
"lore","4","8.26"
"lose","4","10.55"
"loser","5","8.34"
"losers","6","8.02"
"loses","5","8.63"
"losing","6","9.66"
"loss","4","10.31"
"losses","6","8.73"
"lost","4","11.27"
"lot","3","12.36"
"lotion","6","7.04"
"lots","4","11.16"
"lottery","7","8.64"
"lotto","5","6.73"
"lotus","5","9.91"
"Lou","3","8.54"
"loud","4","9.39"
"louder","6","7.75"
"loudest","7","6.34"
"loudly","6","8.00"
"loudspeaker","11","6.09"
"Louis","5","9.92"
"Louise","6","7.89"
"Louisiana","9","8.40"
"Louis's","7","6.08"
"Louisville","10","7.95"
"lounge","6","7.77"
"lousy","5","8.48"
"lovable","7","6.04"
"love","4","12.02"
"loved","5","9.82"
"lovely","6","9.01"
"lovemaking","10","6.30"
"lover","5","8.87"
"lovers","6","8.61"
"lover's","7","6.46"
"loves","5","9.29"
"love's","6","6.17"
"loving","6","9.07"
"lovingly","8","6.67"
"low","3","11.36"
"lower","5","10.81"
"lowered","7","8.34"
"lowering","8","7.85"
"lowers","6","7.11"
"lowest","6","9.15"
"lowly","5","7.22"
"lows","4","6.93"
"loyal","5","8.26"
"loyalties","9","6.10"
"loyalty","7","8.05"
"lubricant","9","6.87"
"lubricate","9","6.11"
"lubricated","10","6.37"
"lubrication","11","6.62"
"Lucas","5","8.47"
"lucid","5","8.34"
"lucidity","8","6.47"
"Lucifer","7","6.91"
"luck","4","11.01"
"luckily","7","8.13"
"lucky","5","9.79"
"lucrative","9","7.34"
"Lucy","4","8.15"
"ludicrous","9","7.77"
"lug","3","6.63"
"luger","5","6.29"
"luggage","7","7.41"
"Luke","4","9.38"
"Luke's","6","7.05"
"lukewarm","8","6.06"
"lull","4","6.17"
"lumber","6","7.22"
"lumberjack","10","6.07"
"luminous","8","6.17"
"lump","4","7.86"
"lumped","6","6.63"
"lumps","5","6.75"
"lunacy","6","6.04"
"lunar","5","8.06"
"lunatic","7","7.34"
"lunch","5","9.31"
"luncheon","8","6.43"
"legions","7","7.06"
"legislate","9","6.80"
"legislation","11","9.72"
"legislative","11","8.52"
"legislator","10","6.09"
"legislators","11","7.60"
"legislature","11","8.08"
"legislatures","12","6.97"
"legit","5","7.22"
"legs","4","10.18"
"legitimacy","10","7.16"
"legitimate","10","9.33"
"legitimately","12","6.95"
"lei","3","7.13"
"leisure","7","7.85"
"leisurely","9","6.07"
"lemming","7","6.23"
"lemon","5","8.30"
"lemons","6","6.24"
"lemur","5","8.19"
"lend","4","8.00"
"lender","6","6.01"
"lending","7","7.38"
"lends","5","6.77"
"length","6","10.84"
"lengths","7","8.15"
"lengthy","7","8.10"
"Lenin","5","7.09"
"Leningrad","9","6.08"
"lens","4","9.14"
"lenses","6","8.53"
"lent","4","7.19"
"Leo","3","8.61"
"Leon","4","8.41"
"Leonard","7","8.59"
"leopard","7","6.55"
"leprechaun","10","7.13"
"lesbian","7","8.94"
"lesbians","8","7.92"
"Leslie","6","8.57"
"less","4","11.97"
"lessen","6","7.02"
"lessened","8","6.26"
"lesser","6","8.89"
"lesson","6","8.99"
"lessons","7","8.86"
"lest","4","7.98"
"Lester","6","7.62"
"let","3","12.24"
"lethal","6","8.02"
"lets","4","10.07"
"let's","5","10.93"
"letter","6","10.97"
"letterbox","9","6.08"
"letterhead","10","6.05"
"lettering","9","7.15"
"letterman","9","7.76"
"letters","7","10.40"
"letting","7","9.45"
"lettuce","7","6.88"
"leukemia","8","7.18"
"level","5","11.78"
"leveled","7","6.29"
"levels","6","10.56"
"lever","5","7.61"
"leverage","8","7.65"
"levers","6","6.81"
"leviathan","9","8.25"
"levied","6","6.06"
"levy","4","7.68"
"lewd","4","7.46"
"Lewis","5","9.64"
"lexical","7","6.57"
"lexicon","7","6.86"
"Lexington","9","7.78"
"liabilities","11","6.47"
"liability","9","8.85"
"liable","6","8.29"
"liaison","7","7.82"
"liar","4","8.72"
"liars","5","7.36"
"libel","5","7.85"
"libelous","8","6.29"
"liberal","7","9.89"
"liberalism","10","7.55"
"liberally","9","6.50"
"liberals","8","9.03"
"liberate","8","6.51"
"liberated","9","7.21"
"liberating","10","6.21"
"liberation","10","8.47"
"libertarian","11","9.04"
"libertarians","12","8.25"
"liberties","9","8.29"
"liberty","7","9.75"
"Libra","5","6.61"
"librarian","9","8.34"
"librarians","10","7.42"
"libraries","9","10.03"
"library","7","11.64"
"Libya","5","7.14"
"Libyan","6","6.39"
"license","7","10.03"
"licensed","8","8.54"
"licensee","8","6.30"
"licenses","8","8.37"
"licensing","9","8.62"
"lick","4","8.39"
"licked","6","7.86"
"licking","7","8.05"
"lid","3","7.97"
"lids","4","6.19"
"lie","3","9.99"
"lied","4","8.40"
"liege","5","7.98"
"lien","4","6.63"
"liens","5","6.26"
"lies","4","9.92"
"lieu","4","7.57"
"lieutenant","10","8.71"
"life","4","12.30"
"lifeblood","9","6.71"
"lifeless","8","6.42"
"lifelong","8","6.91"
"life's","6","7.83"
"lifetime","8","9.03"
"lift","4","9.19"
"lifted","6","8.54"
"lifting","7","8.17"
"lifts","5","7.46"
"light","5","11.48"
"lightbulb","9","6.58"
"lighted","7","6.50"
"lighten","7","7.48"
"lighter","7","8.56"
"lightfoot","9","6.12"
"lighthouse","10","7.18"
"lighting","8","8.71"
"lightly","7","8.86"
"lightning","9","9.48"
"lights","6","9.62"
"lightweight","11","7.64"
"like","4","13.87"
"liked","5","10.08"
"likelihood","10","7.89"
"likely","6","11.18"
"likeness","8","6.39"
"likes","5","9.68"
"likewise","8","8.88"
"liking","6","8.03"
"Lilly","5","6.91"
"lily","4","7.88"
"Lima","4","7.62"
"limb","4","7.66"
"limbo","5","7.06"
"limbs","5","7.49"
"lime","4","7.64"
"limelight","9","6.16"
"limestone","9","6.34"
"limit","5","10.35"
"limitation","10","8.50"
"limitations","11","9.00"
"limited","7","11.06"
"limiting","8","8.34"
"limitless","9","6.49"
"limits","6","9.74"
"limousine","9","6.26"
"limp","4","7.38"
"Lincoln","7","9.02"
"Lincoln's","9","6.11"
"Linda","5","9.20"
"Linda's","7","6.14"
"Lindsay","7","7.27"
"lindy","5","6.22"
"line","4","12.39"
"lineage","7","7.21"
"linear","6","8.97"
"linearly","8","6.37"
"lined","5","7.83"
"linen","5","7.26"
"liner","5","7.88"
"liners","6","6.82"
"lines","5","11.34"
"lineup","6","7.61"
"linger","6","6.37"
"lingerie","8","7.17"
"lingering","9","6.60"
"lingo","5","6.60"
"linguist","8","6.35"
"linguistic","10","7.84"
"linguistics","11","7.72"
"linguists","9","6.38"
"lining","6","7.46"
"link","4","10.57"
"linkage","7","7.27"
"linked","6","9.29"
"linking","7","8.70"
"links","5","10.07"
"lint","4","6.91"
"Linus","5","7.28"
"lion","4","8.95"
"Lionel","6","7.58"
"lions","5","8.58"
"lion's","6","6.39"
"lip","3","8.11"
"lips","4","9.60"
"lipstick","8","6.94"
"liquid","6","9.11"
"liquidation","11","6.51"
"liquids","7","6.55"
"liquor","6","7.80"
"lira","4","6.08"
"Lisa","4","9.53"
"Lisbon","6","6.19"
"lisp","4","9.14"
"list","4","12.67"
"listed","6","10.90"
"listen","6","10.43"
"listened","8","8.68"
"listener","8","7.75"
"listeners","9","7.92"
"listening","9","9.83"
"listens","7","7.30"
"listing","7","10.02"
"listings","8","9.31"
"lists","5","10.84"
"lit","3","8.59"
"liter","5","7.36"
"literacy","8","7.67"
"literal","7","7.97"
"literally","9","9.26"
"literary","8","8.53"
"literate","8","7.64"
"laced","5","7.08"
"laces","5","7.07"
"lack","4","10.62"
"lacked","6","7.35"
"lackey","6","6.28"
"lacking","7","8.70"
"lacks","5","8.29"
"lactic","6","6.04"
"lactose","7","6.47"
"lacy","4","6.63"
"lad","3","7.75"
"ladder","6","8.00"
"laden","5","6.40"
"ladies","6","9.05"
"lads","4","6.39"
"lady","4","10.17"
"lady's","6","6.34"
"lag","3","7.89"
"lager","5","6.99"
"lagoon","6","6.50"
"laguna","6","6.85"
"laid","4","9.21"
"lain","4","7.23"
"lair","4","7.31"
"laird","5","6.76"
"lake","4","9.98"
"lakes","5","8.24"
"Lama","4","7.29"
"lamb","4","8.14"
"lambs","5","6.72"
"lame","4","8.93"
"lament","6","6.55"
"laminated","9","6.15"
"lamp","4","8.80"
"lamps","5","7.37"
"Lancaster","9","7.87"
"lance","5","8.89"
"land","4","11.23"
"landed","6","8.40"
"lander","6","6.53"
"landing","7","8.93"
"landings","8","6.96"
"landlord","8","7.02"
"landlords","9","6.74"
"landmark","8","7.24"
"landmarks","9","6.12"
"landowners","10","6.29"
"lands","5","9.63"
"land's","6","7.46"
"landscape","9","8.10"
"landscapes","10","6.37"
"landslide","9","6.07"
"lane","4","9.56"
"lanes","5","7.61"
"language","8","11.49"
"languages","9","10.26"
"lantern","7","7.63"
"Laos","4","7.36"
"lap","3","8.76"
"laps","4","7.58"
"lapse","5","7.28"
"lard","4","6.40"
"large","5","11.81"
"largely","7","9.16"
"larger","6","10.44"
"largest","7","9.90"
"lark","4","6.49"
"Larry","5","10.22"
"larva","5","7.30"
"larvae","6","7.66"
"lascivious","10","6.96"
"laser","5","9.69"
"lash","4","6.48"
"lashes","6","6.17"
"lass","4","6.59"
"last","4","12.58"
"lasted","6","8.22"
"lasting","7","8.13"
"lastly","6","8.23"
"lasts","5","8.00"
"latch","5","7.15"
"late","4","10.92"
"lately","6","9.49"
"latency","7","7.06"
"latent","6","6.80"
"later","5","11.59"
"lateral","7","7.59"
"latest","6","10.88"
"latex","5","8.95"
"lathe","5","6.38"
"Latin","5","9.36"
"latitude","8","7.96"
"latitudes","9","6.00"
"latter","6","9.79"
"lattice","7","6.65"
"laugh","5","9.51"
"laughable","9","7.14"
"laughed","7","8.79"
"laughing","8","9.01"
"laughs","6","7.78"
"laughter","8","8.54"
"launch","6","9.47"
"launched","8","8.71"
"launcher","8","8.66"
"launches","8","7.46"
"launching","9","7.88"
"laundering","10","6.40"
"laundry","7","7.77"
"Laura","5","9.03"
"laureate","8","7.99"
"laurel","6","7.84"
"Lauren","6","7.44"
"Laurence","8","7.78"
"Laurie","6","8.36"
"lava","4","7.92"
"lavender","8","6.39"
"lavish","6","6.23"
"law","3","11.74"
"lawful","6","7.50"
"lawless","7","6.55"
"lawmakers","9","6.90"
"lawn","4","7.89"
"Lawrence","8","9.36"
"laws","4","10.80"
"lawsuit","7","8.26"
"lawsuits","8","7.74"
"lawyer","6","9.40"
"lawyers","7","9.35"
"lawyer's","8","6.02"
"lax","3","7.13"
"lay","3","9.62"
"layer","5","9.18"
"layered","7","6.82"
"layers","6","8.45"
"laying","6","8.49"
"layoffs","7","6.68"
"layout","6","9.13"
"lays","4","7.22"
"Lazarus","7","7.39"
"lazy","4","8.75"
"leach","5","6.96"
"lead","4","10.80"
"leaded","6","6.13"
"leader","6","10.40"
"leaders","7","9.93"
"leadership","10","9.59"
"leading","7","10.34"
"leads","5","9.84"
"leaf","4","8.86"
"leaflet","7","6.36"
"leaflets","8","6.58"
"league","6","10.14"
"leagues","7","7.76"
"leak","4","8.55"
"leakage","7","6.54"
"leaked","6","7.03"
"leaks","5","7.70"
"leaky","5","6.15"
"lean","4","8.42"
"leaned","6","8.08"
"leaning","7","8.00"
"leans","5","6.67"
"leap","4","8.71"
"leaped","6","6.43"
"leaping","7","7.12"
"leaps","5","7.33"
"leapt","5","6.57"
"learn","5","11.18"
"learned","7","10.25"
"learners","8","6.25"
"learning","8","10.46"
"learns","6","7.77"
"lease","5","8.11"
"leased","6","7.76"
"leases","6","6.24"
"leash","5","7.60"
"leasing","7","6.93"
"least","5","12.21"
"leather","7","9.35"
"leave","5","11.25"
"leaves","6","9.90"
"leaving","7","10.14"
"Lebanese","8","7.61"
"Lebanon","7","8.15"
"lecture","7","8.47"
"lecturer","8","7.40"
"lectures","8","8.13"
"lecturing","9","6.21"
"led","3","10.06"
"ledge","5","7.36"
"ledger","6","6.59"
"leech","5","7.33"
"leer","4","6.88"
"Lee's","5","7.09"
"leeway","6","6.14"
"left","4","11.79"
"leftist","7","7.68"
"leftovers","9","6.27"
"leg","3","9.79"
"legacy","6","8.48"
"legal","5","11.05"
"legality","8","7.40"
"legalization","12","7.23"
"legalize","8","6.95"
"legalized","9","6.95"
"legally","7","9.10"
"legend","6","9.51"
"legendary","9","7.99"
"legends","7","9.88"
"legged","6","6.22"
"legible","7","6.13"
"legion","6","8.41"
"joyous","6","6.13"
"joys","4","6.91"
"joystick","8","8.84"
"Juan","4","8.66"
"jubilee","7","6.89"
"Judah","5","6.42"
"Judaism","7","8.90"
"Judas","5","7.01"
"Jude","4","6.93"
"judge","5","10.25"
"judged","6","8.23"
"judgement","9","9.09"
"judges","6","8.94"
"judge's","7","6.50"
"judging","7","8.61"
"judgment","8","8.75"
"judicial","8","8.41"
"judiciary","9","7.59"
"Judith","6","7.63"
"judo","4","7.14"
"Judy","4","8.47"
"jug","3","6.73"
"juggernaut","10","8.20"
"juggle","6","7.02"
"juggling","8","7.31"
"juice","5","8.94"
"juices","6","7.65"
"juicy","5","7.15"
"jukebox","7","6.54"
